Track,Artist,Position,Last,Peak,Weeks,Year,Month,Week
My Way,Calvin Harris,24,-,24,1,2016,10,8
Starboy,The Weeknd Featuring Daft Punk,40,-,40,1,2016,10,8
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,57,-,57,1,2016,10,8
Key To The Streets,YFN Lucci Featuring Migos & Trouble,87,-,87,1,2016,10,8
Cancer,twenty one pilots,91,-,91,1,2016,10,8
This Town,Niall Horan,63,-,63,1,2016,10,15
HandClap,Fitz And The Tantrums,89,-,89,1,2016,10,15
Song For Another Time,Old Dominion,92,-,92,1,2016,10,15
Capsize,Frenship & Emily Warren,94,-,94,1,2016,10,15
CRZY,Kehlani,95,-,95,1,2016,10,15
All We Know,The Chainsmokers Featuring Phoebe Ryan,18,-,18,1,2016,10,22
Say It,Flume Featuring Tove Lo,60,-,60,1,2016,10,22
False Alarm,The Weeknd,63,-,63,1,2016,10,22
Cranes In The Sky,Solange,74,-,74,1,2016,10,22
Don't Touch My Hair,Solange Featuring Sampha,91,-,91,1,2016,10,22
LIFTED,CL,94,-,94,1,2016,10,22
Fresh Eyes,Andy Grammer,97,-,97,1,2016,10,22
Wanna Be That Song,Brett Eldredge,98,-,98,1,2016,10,22
All Eyez,The Game Featuring Jeremih,100,-,100,1,2016,10,22
24K Magic,Bruno Mars,5,-,5,1,2016,10,29
Love Me Now,John Legend,55,-,55,1,2016,10,29
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,56,-,56,1,2016,10,29
Today,Brad Paisley,70,-,70,1,2016,10,29
Million Reasons,Lady Gaga,76,-,76,1,2016,10,29
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,77,-,77,1,2016,10,29
All Time Low,Jon Bellion,82,-,82,1,2016,10,29
Ain't My Fault,Zara Larsson,85,-,85,1,2016,10,29
Kids,OneRepublic,96,-,96,1,2016,10,29
Blow Your Mind (Mwah),Dua Lipa,72,-,72,1,2016,11,5
Dirty Laundry,Carrie Underwood,73,-,73,1,2016,11,5
Bad Things,Machine Gun Kelly x Camila Cabello,80,-,80,1,2016,11,5
Alone,Marshmello,93,-,93,1,2016,11,5
80s Mercedes,Maren Morris,95,-,95,1,2016,11,5
My Sh*t,A Boogie Wit da Hoodie,98,-,98,1,2016,11,5
How I'll Always Be,Tim McGraw,99,-,99,1,2016,11,5
Fake Love,Drake,24,-,24,1,2016,11,12
Hallelujah,Pentatonix,32,-,32,1,2016,11,12
Sneakin',Drake Featuring 21 Savage,38,-,38,1,2016,11,12
A-YO,Lady Gaga,66,-,66,1,2016,11,12
Shout Out To My Ex,Little Mix,69,-,69,1,2016,11,12
No Heart,21 Savage & Metro Boomin,85,-,85,1,2016,11,12
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,95,-,95,1,2016,11,12
What They Want,Russ,99,-,99,1,2016,11,12
Say You Won't Let Go,James Arthur,100,-,100,1,2016,11,12
Litty,Meek Mill Featuring Tory Lanez,49,-,49,1,2016,11,19
Better Man,Little Big Town,54,-,54,1,2016,11,19
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,68,-,68,1,2016,11,19
Offended,Meek Mill Featuring Young Thug & 21 Savage,70,-,70,1,2016,11,19
"Two Birds, One Stone",Drake,73,-,73,1,2016,11,19
On The Regular,Meek Mill,75,-,75,1,2016,11,19
The Difference,Meek Mill Featuring Quavo,84,-,84,1,2016,11,19
Star Of The Show,Thomas Rhett,88,-,88,1,2016,11,19
Blue Notes,Meek Mill,93,-,93,1,2016,11,19
Chantaje,Shakira Featuring Maluma,96,-,96,1,2016,11,19
Blessed Up,Meek Mill,97,-,97,1,2016,11,19
Used To This,Future Featuring Drake,14,-,14,1,2016,11,26
Bounce Back,Big Sean,61,-,61,1,2016,11,26
Setting Fires,The Chainsmokers Featuring XYLO,71,-,71,1,2016,11,26
Selfish,PnB Rock,87,-,87,1,2016,11,26
Kill A Word,Eric Church Featuring Rhiannon Giddens,98,-,98,1,2016,11,26
Hallelujah,Leonard Cohen,59,-,59,1,2016,12,3
Me And Your Mama,Childish Gambino,69,-,69,1,2016,12,3
Bad And Boujee,Migos Featuring Lil Uzi Vert,76,-,76,1,2016,12,3
We The People....,A Tribe Called Quest,77,-,77,1,2016,12,3
A Guy With A Girl,Blake Shelton,97,-,97,1,2016,12,3
Call On Me,Starley,99,-,99,1,2016,12,3
Party Monster,The Weeknd,39,-,39,1,2016,12,10
I Feel It Coming,The Weeknd Featuring Daft Punk,48,-,48,1,2016,12,10
Love On The Weekend,John Mayer,53,-,53,1,2016,12,10
That's My Girl,Fifth Harmony,73,-,73,1,2016,12,10
Redbone,Childish Gambino,75,-,75,1,2016,12,10
That's What I Like,Bruno Mars,79,-,79,1,2016,12,10
Slumber Party,Britney Spears Featuring Tinashe,86,-,86,1,2016,12,10
Play That Song,Train,91,-,91,1,2016,12,10
Infinite,Eminem,97,-,97,1,2016,12,10
Versace On The Floor,Bruno Mars,98,-,98,1,2016,12,10
Parachute,Chris Stapleton,99,-,99,1,2016,12,10
Sidewalks,The Weeknd Featuring Kendrick Lamar,27,-,27,1,2016,12,17
Reminder,The Weeknd,31,-,31,1,2016,12,17
Six Feet Under,The Weeknd,34,-,34,1,2016,12,17
Die For You,The Weeknd,43,-,43,1,2016,12,17
Rockin',The Weeknd,44,-,44,1,2016,12,17
All I Know,The Weeknd Featuring Future,46,-,46,1,2016,12,17
Secrets,The Weeknd,47,-,47,1,2016,12,17
True Colors,The Weeknd,48,-,48,1,2016,12,17
How Far I'll Go,Auli'i Cravalho,52,-,52,1,2016,12,17
Stargirl Interlude,The Weeknd Featuring Lana Del Rey,61,-,61,1,2016,12,17
Attention,The Weeknd,67,-,67,1,2016,12,17
Nothing Without You,The Weeknd,68,-,68,1,2016,12,17
A Lonely Night,The Weeknd,69,-,69,1,2016,12,17
Love To Lay,The Weeknd,71,-,71,1,2016,12,17
Ordinary Life,The Weeknd,72,-,72,1,2016,12,17
You're Welcome,Dwayne Johnson,83,-,83,1,2016,12,17
Distraction,Kehlani,85,-,85,1,2016,12,17
How Far I'll Go,Alessia Cara,88,-,88,1,2016,12,17
We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,93,-,93,1,2016,12,17
Make Me (Cry),Noah Cyrus Featuring Labrinth,98,-,98,1,2016,12,17
Black Barbies,Nicki Minaj X Mike WiLL Made-It,65,-,65,1,2016,12,24
Home,gnash Featuring Johnny Yukon,76,-,76,1,2016,12,24
False Prophets,J. Cole,93,-,93,1,2016,12,24
Dirt On My Boots,Jon Pardi,95,-,95,1,2016,12,24
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,100,-,100,1,2016,12,24
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,6,-,6,1,2016,12,31
Deja Vu,J. Cole,7,-,7,1,2016,12,31
Immortal,J. Cole,11,-,11,1,2016,12,31
Neighbors,J. Cole,13,-,13,1,2016,12,31
Change,J. Cole,21,-,21,1,2016,12,31
She's Mine Pt.1,J. Cole,22,-,22,1,2016,12,31
For Whom The Bell Tolls,J. Cole,23,-,23,1,2016,12,31
Ville Mentality,J. Cole,24,-,24,1,2016,12,31
4 Your Eyez Only,J. Cole,29,-,29,1,2016,12,31
Foldin Clothes,J. Cole,30,-,30,1,2016,12,31
She's Mine Pt. 2,J. Cole,34,-,34,1,2016,12,31
Just Hold On,Steve Aoki & Louis Tomlinson,52,-,52,1,2016,12,31
Everybody Dies,J. Cole,57,-,57,1,2016,12,31
Darlin' Don't Go,Sundance Head,67,-,67,1,2016,12,31
Congratulations,Post Malone Featuring Quavo,83,-,83,1,2016,12,31
At Last,Sundance Head,89,-,89,1,2016,12,31
Both,Gucci Mane Featuring Drake,41,-,41,1,2017,1,7
Feliz Navidad,Jose Feliciano,44,-,44,1,2017,1,7
A Holly Jolly Christmas,Burl Ives,46,-,46,1,2017,1,7
It's The Most Wonderful Time Of The Year,Andy Williams,48,-,48,1,2017,1,7
Last Christmas,Wham!,50,-,50,1,2017,1,7
Party,Chris Brown Featuring Usher & Gucci Mane,58,-,58,1,2017,1,7
OTW,DJ Luke Nasty,91,-,91,1,2017,1,7
Red Opps,21 Savage,92,-,92,1,2017,1,7
Swang,Rae Sremmurd,99,-,99,1,2017,1,7
Careless Whisper,Wham! Featuring George Michael,33,-,1,22,2017,1,14
Faith,George Michael,47,-,1,21,2017,1,14
Moves,Big Sean,71,-,71,1,2017,1,14
Seein' Red,Dustin Lynch,79,-,79,1,2017,1,14
iSpy,KYLE Featuring Lil Yachty,80,-,80,1,2017,1,14
Think A Little Less,Michael Ray,90,-,90,1,2017,1,14
No Flockin,Kodak Black,95,-,95,1,2017,1,14
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,96,-,96,1,2017,1,14
Way Down We Go,Kaleo,98,-,98,1,2017,1,14
Hate U Love U,Olivia O'Brien,99,-,99,1,2017,1,14
Shaky Shaky,Daddy Yankee,100,-,100,1,2017,1,14
Sober Saturday Night,Chris Young Featuring Vince Gill,92,-,92,1,2017,1,21
Beibs In The Trap,Travis Scott,93,-,93,1,2017,1,21
I Got You,Bebe Rexha,94,-,94,1,2017,1,21
The Weekend,Brantley Gilbert,95,-,95,1,2017,1,21
Water,Ugly God,100,-,100,1,2017,1,21
Shape Of You,Ed Sheeran,1,-,1,1,2017,1,28
Castle On The Hill,Ed Sheeran,6,-,6,1,2017,1,28
Location,Khalid,77,-,77,1,2017,1,28
Drinkin' Too Much,Sam Hunt,89,-,89,1,2017,1,28
If The Boot Fits,Granger Smith,100,-,100,1,2017,1,28
Paris,The Chainsmokers,7,-,7,1,2017,2,4
T-Shirt,Migos,43,-,43,1,2017,2,4
Not Afraid Anymore,Halsey,77,-,77,1,2017,2,4
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,88,-,88,1,2017,2,4
Not Nice,PARTYNEXTDOOR,95,-,95,1,2017,2,4
Black,Dierks Bentley,98,-,98,1,2017,2,4
Down,Marian Hill,99,-,99,1,2017,2,4
Fast,Luke Bryan,81,-,81,1,2017,2,11
Guys My Age,Hey Violet,84,-,84,1,2017,2,11
Road Less Traveled,Lauren Alaina,86,-,86,1,2017,2,11
Issues,Julia Michaels,87,-,87,1,2017,2,11
Good Drank,2 Chainz x Gucci Mane x Quavo,92,-,92,1,2017,2,11
Any Ol' Barstool,Jason Aldean,93,-,93,1,2017,2,11
Dancing On My Own,Calum Scott,94,-,94,1,2017,2,11
Running Back,Wale Featuring Lil Wayne,100,-,100,1,2017,2,11
Body Like A Back Road,Sam Hunt,38,-,38,1,2017,2,18
Slippery,Migos Featuring Gucci Mane,48,-,48,1,2017,2,18
Kelly Price,Migos Featuring Travis Scott,58,-,58,1,2017,2,18
Call Casting,Migos,62,-,62,1,2017,2,18
Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,66,-,66,1,2017,2,18
I'm Better,Missy Elliott Featuring Lamb,71,-,71,1,2017,2,18
Get Right Witcha,Migos,72,-,72,1,2017,2,18
Scared To Be Lonely,Martin Garrix & Dua Lipa,88,-,88,1,2017,2,18
Culture,Migos Featuring DJ Khaled,93,-,93,1,2017,2,18
El Amante,Nicky Jam,99,-,99,1,2017,2,18
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,100,-,100,1,2017,2,18
No Favors,Big Sean Featuring Eminem,22,-,22,1,2017,2,25
Believer,Imagine Dragons,43,-,43,1,2017,2,25
My Old Man,Zac Brown Band,68,-,68,1,2017,2,25
Sacrifices,Big Sean Featuring Migos,70,-,70,1,2017,2,25
Halfway Off The Balcony,Big Sean,74,-,74,1,2017,2,25
Jump Out The Window,Big Sean,76,-,76,1,2017,2,25
Owe Me,Big Sean,86,-,86,1,2017,2,25
Beauty And The Beast,Ariana Grande & John Legend,87,-,87,1,2017,2,25
I Don't,Mariah Carey Featuring YG,89,-,89,1,2017,2,25
Now & Later,Sage The Gemini,93,-,93,1,2017,2,25
In Case You Didn't Know,Brett Young,94,-,94,1,2017,2,25
Look At Me!,XXXTENTACION,95,-,95,1,2017,2,25
Light,Big Sean Featuring Jeremih,97,-,97,1,2017,2,25
Chained To The Rhythm,Katy Perry Featuring Skip Marley,4,-,4,1,2017,3,4
Cold,Maroon 5 Featuring Future,42,-,42,1,2017,3,4
Bom Bidi Bom,Nick Jonas & Nicki Minaj,54,-,54,1,2017,3,4
Shining,DJ Khaled Featuring Beyonce & JAY Z,62,-,62,1,2017,3,4
Helium,Sia,71,-,71,1,2017,3,4
Heroe Favorito,Romeo Santos,77,-,77,1,2017,3,4
Everything 1K,Kodak Black,84,-,84,1,2017,3,4
Everyday,Ariana Grande Featuring Future,85,-,85,1,2017,3,4
Rolex,Ayo & Teo,87,-,87,1,2017,3,4
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,88,-,88,1,2017,3,4
It Ain't Me,Kygo x Selena Gomez,93,-,93,1,2017,3,4
Yeah Boy,Kelsea Ballerini,94,-,94,1,2017,3,4
Hurricane,Luke Combs,96,-,96,1,2017,3,4
Tunnel Vision,Kodak Black,27,-,27,1,2017,3,11
How Would You Feel (Paean),Ed Sheeran,41,-,41,1,2017,3,11
Love,Lana Del Rey,44,-,44,1,2017,3,11
Draco,Future,46,-,46,1,2017,3,11
Mask Off,Future,49,-,49,1,2017,3,11
Heavy,Linkin Park Featuring Kiiara,52,-,52,1,2017,3,11
Rent Money,Future,54,-,54,1,2017,3,11
Something Just Like This,The Chainsmokers & Coldplay,56,-,56,1,2017,3,11
Super Trapper,Future,91,-,91,1,2017,3,11
Zoom,Future,99,-,99,1,2017,3,11
Stay,Zedd & Alessia Cara,28,-,28,1,2017,3,18
Slide,Calvin Harris Featuring Frank Ocean & Migos,34,-,34,1,2017,3,18
Selfish,Future Featuring Rihanna,37,-,37,1,2017,3,18
Comin Out Strong,Future Featuring The Weeknd,48,-,48,1,2017,3,18
Make Love,Gucci Mane & Nicki Minaj,78,-,78,1,2017,3,18
Losin Control,Russ,89,-,89,1,2017,3,18
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,92,-,92,1,2017,3,18
Hometown Girl,Josh Turner,96,-,96,1,2017,3,18
Green Light,Lorde,100,-,100,1,2017,3,18
Perfect,Ed Sheeran,37,-,37,1,2017,3,25
Dive,Ed Sheeran,49,-,49,1,2017,3,25
Galway Girl,Ed Sheeran,53,-,53,1,2017,3,25
Happier,Ed Sheeran,59,-,59,1,2017,3,25
New Man,Ed Sheeran,72,-,72,1,2017,3,25
Supermarket Flowers,Ed Sheeran,75,-,75,1,2017,3,25
What Do I Know?,Ed Sheeran,83,-,83,1,2017,3,25
Eraser,Ed Sheeran,90,-,90,1,2017,3,25
Hearts Don't Break Around Here,Ed Sheeran,93,-,93,1,2017,3,25
Barcelona,Ed Sheeran,96,-,96,1,2017,3,25
No Frauds,"Nicki Minaj, Drake & Lil Wayne",14,-,14,1,2017,4,1
Regret In Your Tears,Nicki Minaj,61,-,61,1,2017,4,1
Changed It,Nicki Minaj & Lil Wayne,71,-,71,1,2017,4,1
Chanel,Frank Ocean,72,-,72,1,2017,4,1
Liability,Lorde,78,-,78,1,2017,4,1
Prblms,6LACK,95,-,95,1,2017,4,1
Passionfruit,Drake,8,-,8,1,2017,4,8
Portland,Drake Featuring Quavo & Travis Scott,9,-,9,1,2017,4,8
Free Smoke,Drake,18,-,18,1,2017,4,8
Gyalchester,Drake,29,-,29,1,2017,4,8
Teenage Fever,Drake,35,-,35,1,2017,4,8
Sacrifices,Drake Featuring 2 Chainz & Young Thug,36,-,36,1,2017,4,8
Blem,Drake,38,-,38,1,2017,4,8
No Long Talk,Drake Featuring Giggs,40,-,40,1,2017,4,8
Get It Together,Drake Featuring Jorja Smith & Black Coffee,45,-,45,1,2017,4,8
KMT,Drake Featuring Giggs,48,-,48,1,2017,4,8
Jorja Interlude,Drake,49,-,49,1,2017,4,8
4422,Drake Featuring Sampha,50,-,50,1,2017,4,8
Madiba Riddim,Drake,51,-,51,1,2017,4,8
Glow,Drake Featuring Kanye West,54,-,54,1,2017,4,8
Do Not Disturb,Drake,60,-,60,1,2017,4,8
Nothings Into Somethings,Drake,61,-,61,1,2017,4,8
Ice Melts,Drake Featuring Young Thug,62,-,62,1,2017,4,8
Lose You,Drake,64,-,64,1,2017,4,8
Since Way Back,Drake Featuring PARTYNEXTDOOR,70,-,70,1,2017,4,8
Skepta Interlude,Drake,76,-,76,1,2017,4,8
Can't Have Everything,Drake,82,-,82,1,2017,4,8
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,88,-,88,1,2017,4,8
Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,97,-,97,1,2017,4,8
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,98,-,98,1,2017,4,8
The Heart Part 4,Kendrick Lamar,22,-,22,1,2017,4,15
XO TOUR Llif3,Lil Uzi Vert,49,-,49,1,2017,4,15
Speak To A Girl,Tim McGraw & Faith Hill,61,-,61,1,2017,4,15
Still Got Time,Zayn Featuring PARTYNEXTDOOR,66,-,66,1,2017,4,15
Humble.,Kendrick Lamar,2,-,2,1,2017,4,22
Craving You,Thomas Rhett Featuring Maren Morris,53,-,53,1,2017,4,22
Everybody,Logic,59,-,59,1,2017,4,22
You Look Good,Lady Antebellum,60,-,60,1,2017,4,22
Tin Man,Miranda Lambert,75,-,75,1,2017,4,22
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",81,-,81,1,2017,4,22
First Day Out,Tee Grizzley,88,-,88,1,2017,4,22
The One,The Chainsmokers,91,-,91,1,2017,4,22
Conscience,Kodak Black Featuring Future,93,-,93,1,2017,4,22
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,94,-,94,1,2017,4,22
Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",96,-,96,1,2017,4,22
How Not To,Dan + Shay,98,-,98,1,2017,4,22
Human,Rag'n'Bone Man,100,-,100,1,2017,4,22
Sign Of The Times,Harry Styles,4,-,4,1,2017,4,29
Now Or Never,Halsey,50,-,50,1,2017,4,29
Unforgettable,French Montana Featuring Swae Lee,74,-,74,1,2017,4,29
Everyday We Lit,YFN Lucci Featuring PnB Rock,79,-,79,1,2017,4,29
Cake,Flo Rida & 99 Percent,89,-,89,1,2017,4,29
Bar At The End Of The World,Kenny Chesney,92,-,92,1,2017,4,29
Weak,AJR,97,-,97,1,2017,4,29
If I Told You,Darius Rucker,99,-,99,1,2017,4,29
Flatliner,Cole Swindell,100,-,100,1,2017,4,29
DNA.,Kendrick Lamar,4,-,4,1,2017,5,6
Loyalty.,Kendrick Lamar Featuring Rihanna,14,-,14,1,2017,5,6
Element.,Kendrick Lamar,16,-,16,1,2017,5,6
Love.,Kendrick Lamar Featuring Zacari,18,-,18,1,2017,5,6
Yah.,Kendrick Lamar,32,-,32,1,2017,5,6
XXX.,Kendrick Lamar Featuring U2,33,-,33,1,2017,5,6
Feel.,Kendrick Lamar,35,-,35,1,2017,5,6
Pride.,Kendrick Lamar,37,-,37,1,2017,5,6
The Cure,Lady Gaga,39,-,39,1,2017,5,6
Lust.,Kendrick Lamar,42,-,42,1,2017,5,6
Fear.,Kendrick Lamar,50,-,50,1,2017,5,6
Blood.,Kendrick Lamar,54,-,54,1,2017,5,6
God.,Kendrick Lamar,58,-,58,1,2017,5,6
Duckworth.,Kendrick Lamar,63,-,63,1,2017,5,6
Good Life,G-Eazy & Kehlani,76,-,76,1,2017,5,6
Peek A Boo,Lil Yachty Featuring Migos,78,-,78,1,2017,5,6
Black SpiderMan,Logic Featuring Damian Lemar Hudson,87,-,87,1,2017,5,6
Broken Halos,Chris Stapleton,93,-,93,1,2017,5,6
The Night We Met,Lord Huron,99,-,99,1,2017,5,6
There's Nothing Holdin' Me Back,Shawn Mendes,44,-,44,1,2017,5,13
Lust For Life,Lana Del Rey Featuring The Weeknd,64,-,64,1,2017,5,13
Attention,Charlie Puth,68,-,68,1,2017,5,13
Do Re Mi,blackbear,87,-,87,1,2017,5,13
Hard Times,Paramore,90,-,90,1,2017,5,13
My Girl,Dylan Scott,93,-,93,1,2017,5,13
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,-,1,1,2017,5,20
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,61,-,61,1,2017,5,20
First Time,Kygo & Ellie Goulding,67,-,67,1,2017,5,20
Thunder,Imagine Dragons,70,-,70,1,2017,5,20
Bon Appetit,Katy Perry Featuring Migos,76,-,76,1,2017,5,20
Privacy,Chris Brown,87,-,87,1,2017,5,20
Slow Hands,Niall Horan,90,-,90,1,2017,5,20
Magnolia,Playboi Carti,91,-,91,1,2017,5,20
Sweet Creature,Harry Styles,93,-,93,1,2017,5,20
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,100,-,100,1,2017,5,20
Malibu,Miley Cyrus,64,-,64,1,2017,5,27
Every Time I Hear That Song,Blake Shelton,79,-,79,1,2017,5,27
Either Way,Chris Stapleton,89,-,89,1,2017,5,27
Drinkin' Problem,Midland,97,-,97,1,2017,5,27
Rollin,Calvin Harris Featuring Future & Khalid,62,-,62,1,2017,6,3
Bad Liar,Selena Gomez,80,-,80,1,2017,6,3
Whatever It Takes,Imagine Dragons,92,-,92,1,2017,6,3
Felices Los 4,Maluma,93,-,93,1,2017,6,3
No Promises,Cheat Codes Featuring Demi Lovato,95,-,95,1,2017,6,3
Ghost In This House,Lauren Duski,98,-,98,1,2017,6,3
Me Enamore,Shakira,100,-,100,1,2017,6,3
Strip That Down,Liam Payne Featuring Quavo,42,-,42,1,2017,6,10
Deja Vu,Lauren Duski,43,-,43,1,2017,6,10
Swish Swish,Katy Perry Featuring Nicki Minaj,46,-,46,1,2017,6,10
Crying In The Club,Camila Cabello,47,-,47,1,2017,6,10
Money On You,Chris Blue,66,-,66,1,2017,6,10
Yours If You Want It,Rascal Flatts,76,-,76,1,2017,6,10
Most Girls,Hailee Steinfeld,77,-,77,1,2017,6,10
The Dance,Lauren Duski,92,-,92,1,2017,6,10
Boy,Lee Brice,94,-,94,1,2017,6,10
Somethin Tells Me,Bryson Tiller,74,-,74,1,2017,6,17
Self-Made,Bryson Tiller,85,-,85,1,2017,6,17
Met Gala,Gucci Mane Featuring Offset,88,-,88,1,2017,6,17
Don't Get Too High,Bryson Tiller,89,-,89,1,2017,6,17
No Such Thing As A Broken Heart,Old Dominion,90,-,90,1,2017,6,17
Run Me Dry,Bryson Tiller,91,-,91,1,2017,6,17
There For You,Martin Garrix x Troye Sivan,94,-,94,1,2017,6,17
No Longer Friends,Bryson Tiller,98,-,98,1,2017,6,17
Butterfly Effect,Travis Scott,99,-,99,1,2017,6,17
Strangers,Halsey Featuring Lauren Jauregui,100,-,100,1,2017,6,17
Down,Fifth Harmony Featuring Gucci Mane,42,-,42,1,2017,6,24
To The Max,DJ Khaled Featuring Drake,53,-,53,1,2017,6,24
4 AM,2 Chainz Featuring Travis Scott,73,-,73,1,2017,6,24
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,82,-,82,1,2017,6,24
Small Town Boy,Dustin Lynch,85,-,85,1,2017,6,24
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",87,-,87,1,2017,6,24
It's Everyday Bro,Jake Paul Featuring Team 10,94,-,94,1,2017,6,24
Somebody Else Will,Justin Moore,97,-,97,1,2017,6,24
Nobody Else But You,Trey Songz,99,-,99,1,2017,6,24
2U,David Guetta Featuring Justin Bieber,16,-,16,1,2017,7,1
Love Galore,SZA Featuring Travis Scott,70,-,70,1,2017,7,1
Do I Make You Wanna,Billy Currington,79,-,79,1,2017,7,1
Escapate Conmigo,Wisin Featuring Ozuna,89,-,89,1,2017,7,1
What Ifs,Kane Brown Featuring Lauren Alaina,93,-,93,1,2017,7,1
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",95,-,95,1,2017,7,1
It Ain't My Fault,Brothers Osborne,100,-,100,1,2017,7,1
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,4,-,4,1,2017,7,8
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",51,-,51,1,2017,7,8
First Day Out,Kodak Black,61,-,61,1,2017,7,8
Relationship,Young Thug Featuring Future,83,-,83,1,2017,7,8
Feel It Still,Portugal. The Man,89,-,89,1,2017,7,8
Real Hitta,Plies Featuring Kodak Black,100,-,100,1,2017,7,8
Signs,Drake,36,-,36,1,2017,7,15
Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,68,-,68,1,2017,7,15
No Complaints,Metro Boomin Featuring Offset & Drake,71,-,71,1,2017,7,15
On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",88,-,88,1,2017,7,15
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,94,-,94,1,2017,7,15
Mi Gente,J Balvin & Willy William Featuring Beyonce,70,-,70,1,2017,7,22
Rake It Up,Yo Gotti Featuring Nicki Minaj,78,-,78,1,2017,7,22
Bodak Yellow (Money Moves),Cardi B,85,-,85,1,2017,7,22
Who Dat Boy,"Tyler, The Creator",87,-,87,1,2017,7,22
Heartache On The Dance Floor,Jon Pardi,89,-,89,1,2017,7,22
Extra Luv,Future Featuring YG,99,-,99,1,2017,7,22
The Story Of O.J.,JAY-Z,23,-,23,1,2017,7,29
Praying,Kesha,25,-,25,1,2017,7,29
Bank Account,21 Savage,33,-,33,1,2017,7,29
4:44,JAY-Z,35,-,35,1,2017,7,29
Bam,JAY-Z Featuring Damian &quot;Jr. Gong&quot; Marely,47,-,47,1,2017,7,29
Family Feud,JAY-Z Featuring Beyonce,51,-,51,1,2017,7,29
Sorry Not Sorry,Demi Lovato,52,-,52,1,2017,7,29
Kill Jay Z,JAY-Z,55,-,55,1,2017,7,29
Smile,JAY-Z Featuring Gloria Carter,56,-,56,1,2017,7,29
Caught Their Eyes,JAY-Z Featuring Frank Ocean,63,-,63,1,2017,7,29
Moonlight,JAY-Z,86,-,86,1,2017,7,29
Glorious,Macklemore Featuring Skylar Grey,89,-,89,1,2017,7,29
Marcy Me,JAY-Z,90,-,90,1,2017,7,29
Get Low,Zedd & Liam Payne,91,-,91,1,2017,7,29
Fetish,Selena Gomez Featuring Gucci Mane,92,-,92,1,2017,7,29
Famous,21 Savage,94,-,94,1,2017,7,29
A Lie,French Montana Featuring The Weeknd & Max B,75,-,75,1,2017,8,5
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,86,-,86,1,2017,8,5
Young Dumb & Broke,Khalid,91,-,91,1,2017,8,5
Woman,Kesha Featuring The Dap-Kings Horns,96,-,96,1,2017,8,5
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,-,40,1,2017,8,12
What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",61,-,61,1,2017,8,12
Issues,Meek Mill,77,-,77,1,2017,8,12
Wins & Losses,Meek Mill,79,-,79,1,2017,8,12
It's Goin' Down,Descendants 2 Cast,81,-,81,1,2017,8,12
1942 Flows,Meek Mill,83,-,83,1,2017,8,12
Imitadora,Romeo Santos,91,-,91,1,2017,8,12
We Ball,Meek Mill Featuring Young Thug,96,-,96,1,2017,8,12
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,97,-,97,1,2017,8,12
Heavy Heart,Meek Mill,99,-,99,1,2017,8,12
You Da Baddest,Future Featuring Nicki Minaj,38,-,38,1,2017,8,19
Unforgettable,Thomas Rhett,68,-,68,1,2017,8,19
When It Rains It Pours,Luke Combs,85,-,85,1,2017,8,19
They Don't Know,Jason Aldean,87,-,87,1,2017,8,19
