Track,Artist,Position,Peak,Last,Weeks,Year,Month,Week
While Davy Dozed,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Why Should I Love You,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Wow,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Wuthering Heights,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
You Were The Star,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
You're The One,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
A Cup Of Cofee,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Anything I'm Not,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Bad Photographs,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Black And Gold,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Box,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Brick By Brick,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
By The Grace Of God,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
California Girls,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Crocodile Tears,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Damn,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Dark Horse,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Diamonds,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Double Rainbow,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Dressing Up,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Electric Feel,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
E.T.,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Every Day Is A Holiday,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Faith Won't Fail,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Fingerprints,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Hackensack,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Hummingbird Heartbeat,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
I Think I'm Ready,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
If We Ever Meet Again,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
I'm Still Breathing,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
It's Okay To Believe,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Just A Song,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Last Friday Night,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Let's Get Crazy,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Long Shot,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Lost,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Mannequin,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
My Own Monster,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Naturally,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Niggas In Paris,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Nothing Like The First Time,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
One Of The Boys,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Peacock,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Playing House,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Psycho Love,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Rush,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Search Me,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Self Inflicted,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Spiritual,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Takes One To Know One,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
The Better Half Of Me,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
The Girl Next Door,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
The Owl And The Pussycat,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Time's Up,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Ur So Stupid,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Would You Care,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
You Miss Me,Katy Perry,0.0,0.0,0,0.0,0.0,0.0,0.0
Dust To Dust,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Easter Song,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
"Glory, Lord Jesus",Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Go To The Hungry Ones,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Grace By Which I Stand,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
He'll Take Care Of The Rest,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
"Here I Am, Send Me",Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
How Majestic Is Thy Name,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
I Want To Be More Like Jesus,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
I Will Give Thanks To The Lord,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
If You Love The Lord,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Jesus Commands Us To Go,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
O God Our Lord,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
"Oh Lord, You're Beautiful",Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Only By Following Jesus,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Open Your Eyes,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Pledge My Head To Heaven,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Run To The End Of The Highway,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Rushing Wind,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Soften Your Heart,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Stained Glass,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
Summer Snow,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
The Lord Is My Sheperd,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
The Prodigal Son Suite,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
When I First Trusted You,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
When There's Love,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
You!,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
You Are The One,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
You Love The World,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
You Put This Love In My Heart,Keith Green,0.0,0.0,0,0.0,0.0,0.0,0.0
A Little Luck Of Our Own,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Arms Of Mary,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Blue Stranger,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Break On Me,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Come Back To Me,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Country Comfort,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Desiree,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Shut Me Out,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Even The Stars Fall 4 U,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Faster Car,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Freedom's Finally Mine,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Georgia Woods,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Ghost In This Guitar,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
God Made Woman,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
God's Been Good To Me,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Good Thing,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Got It Bad,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Hank Don't Fail Me Now,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Heart Like Mine,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Hit The Ground Running,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Hold On To Your Dreams,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Homespun Love,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
I Could Fly,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
I Made It Through Today,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
I Thought You Knew,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
I Wanna Be Your Man (Forever),Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
If Ever I Could Love,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
If You Wanna Stay,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
It's A Love Thing,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Love We Got Goin',Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Love's Poster Child,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Lovin' On The Side,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Man Of The House,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
My Heart Is Open,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Nobody Drinks Alone,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
One Chord Song (Hidden Track),Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Only You,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Raise 'Em Up,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
She's My 11,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Shine,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Some Days You Gotta Dance,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Sometimes Angels Can't Fly,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Song For Dad,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Standing Right In Front Of You,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Stuck In The Middle,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Tangled Up In Love,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Thank You,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
The River,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
The Twelfth Of Never,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
These Are The Days,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Til' Summer Comes Around,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Tu Compania,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Used To The Pain,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
We Were Us,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
What About Me,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
What Love Is That Way,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Why's It Feel So Long,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Won't Let You Down,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Yesterday,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
You (Or Somebody Like You),Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
Your The Only One,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
You're Not Alone Tonight,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
You're Not My God,Keith Urban,0.0,0.0,0,0.0,0.0,0.0,0.0
4 Carats,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
A Moment Like This(vegas Style),Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
A Whole New World,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Addicted,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Ain't No Mountain High Enough,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Know,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Alone,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Anymore,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Anytime,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Back Again,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Bad Reputation,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Be Still,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Before Your Love,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Boy Next Door,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Break The Silence,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Breaking Your Own Heart,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Chivas,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Come Here,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Cry,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Did You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Does He Love You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Be A Girl About It,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Leave Me,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Let Me Stop You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Play That Song,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Rush,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Waste Your Time,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Einstein,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Empty Handed,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Every Christmas,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Fading,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Fed Up,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Get Up,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Gone,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Good Goes The Bye,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Haunted,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Hello,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Hole,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Honestly,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
How I Feel,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
I Can't,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
I Forgive You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
I Had A Dream,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
I Hate Myself For Losing You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
I Never Loved A Man,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
I Want You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
I Wish I Could Be Lonely Instead,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
If I Can't Have You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
If No One Will Listen,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
In The Air Tonight,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
In The Blue,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Invincible,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
It's Quiet Uptown,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Judas,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Just For Now,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Just Missed The Train,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Let Me Down,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Long Shot,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Lost,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Love,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
My Escape,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
My Grown Up Christmas List,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Natural Woman,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Oh Holy Night,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
One Minute,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Open Arms,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Please Come Home For Christmas,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Ready,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Respect,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Run Run Rudolph,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Save You,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Second Wind,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Since We've Met,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Slamming Doors,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Sober,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Some Kind Of Miracle,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Someday (I Will Find You),Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Someone,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Star Spangled Banner,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Stronger,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Take Me Away,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Take My Breath Away,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
The Day We Fell Apart,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
The Luv (The Bounce),Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
The Sun Will Rise,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
The Trouble With Love Is,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Think Twice,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Tie It Up,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Timeless,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Tip Of My Tongue,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Up To The Mountains,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Vacation,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Walk On By,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
War Paint,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
What Happened Here,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
What If,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
What's Up Lonely,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Where Is Your Heart,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Where You Are,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Why Don't You Try,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Whyyawannabringmedown,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Without You (American Idol Aug 27),Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Wrapped In Red,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
Yeah,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
You Can't Win,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
You Love Me,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
You Still Won't Know What It's Like,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
You Thought Wrong,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
You're All I Need,Kelly Clarkson,0.0,0.0,0,0.0,0.0,0.0,0.0
All Along The Way,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Say,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
An Angel,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Another World,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Ares Qui,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Audrey,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Baby Smile,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Babylon,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Be Your Bride,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Because It's Love,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Blood,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Break Free,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Break The Walls,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
By Myself But Not Alone,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Calling Heaven,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Carry My Soul,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Cover The Road,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Crisis,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Dance To The Rock 'n Roll,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Danny Boy,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Always Want,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Ego,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Explosions,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Father's Nose,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
First Time,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Greensleeves,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Hallelujah,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Hey Diddle Diddle,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Hold On,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Hope,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
House On The Ocean,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
I Can't Help Myself,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
I Feel Love,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
I Wanna Kiss You,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
I'll Be There,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
I'll Swim I'll Swim,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Jingle Bells,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Key To My Heart,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Let My People Go,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Life Can Be So Beautiful,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Life Is Hard Enough,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Like A Queen,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Music 'n' Sun,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Mama,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Our Mommas !,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Rock 'n' Roll Stole My Soul,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
So Many Things,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
So Many Troubles,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Special Girl,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Stars Fall From Heaven,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Staying Alive,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Strange World,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Swing Low,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Thanking Blessed Mary,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
The Children Of Kosovo,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
The Rose,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
The Wolf,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Thrills,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
What If Love...,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Who'll Come With Me,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Why Why Why,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Wild And Crazy,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
Winnie The Pooh,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
You Belong To Me,Kelly Family,0.0,0.0,0,0.0,0.0,0.0,0.0
A Chance,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
A Woman Knows,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
Ain't That Love,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Need To Know,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Want For Christmas Is A Real Good Tan,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
Always Gonna Be You,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
Another Friday Night,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
Away In A Manger,Kenny Chesney,0.0,0.0,0,0.0,0.0,0.0,0.0
